osm_type,osm_id,key,value,name,lat,lon,barrio,comuna,_name_norm,unified_label
node,11961026594,amenity,cafe,Moliere,-34.5972238,-58.3783215,RETIRO,1.0,moliere,Herencia europea (francesa)
node,12125470701,amenity,restaurant,Puro Bistro,-34.5857049,-58.4277347,PALERMO,14.0,puro bistro,Herencia europea (francesa)
node,12175483801,amenity,cafe,Pain de Jour Gluten Free,-34.5607763,-58.452201,BELGRANO,13.0,pain de jour gluten free,Herencia europea (francesa)
node,12176804801,amenity,cafe,Le Ble,-34.6231343,-58.4797305,VILLA SANTA RITA,11.0,le ble,Herencia europea (francesa)
node,12273581345,amenity,cafe,Chantilly,-34.5626822,-58.4517265,BELGRANO,13.0,chantilly,Herencia europea (francesa)
node,12306222701,amenity,restaurant,Negresco Bistró,-34.5983553,-58.3932807,RECOLETA,2.0,negresco bistro,Herencia europea (francesa)
node,12363303501,amenity,restaurant,Je suis Lacan,-34.6165412,-58.3703534,SAN TELMO,1.0,je suis lacan,Herencia europea (francesa)
node,12695685101,amenity,restaurant,Tita la vedette,-34.5941914,-58.4686068,PATERNAL,15.0,tita la vedette,Herencia europea (francesa)
node,12700877302,amenity,cafe,La Brochette,-34.5947891,-58.4048856,RECOLETA,2.0,la brochette,Herencia europea (francesa)
node,13352125163,amenity,cafe,Trois,-34.5427339,-58.4646477,NUÑEZ,13.0,trois,Herencia europea (francesa)
node,1707518252,shop,bakery,L'epi Boulangerie,-34.5815304,-58.4668706,VILLA ORTUZAR,15.0,l'epi boulangerie,Herencia europea (francesa)
node,2366182273,shop,bakery,Paris,-34.5922042,-58.3968701,RECOLETA,2.0,paris,Herencia europea (francesa)
node,2627507398,shop,bakery,Cocu,-34.5912803,-58.4280247,PALERMO,14.0,cocu,Herencia europea (francesa)
node,2767973578,shop,deli,Petit Queso,-34.5888791,-58.3992392,RECOLETA,2.0,petit queso,Herencia europea (francesa)
node,3090970434,shop,deli,L'Artigiano,-34.5646138,-58.4584769,BELGRANO,13.0,l'artigiano,Herencia europea (francesa)
node,4365003158,shop,bakery,La Boulangerie,-34.5566018,-58.4473751,BELGRANO,13.0,la boulangerie,Herencia europea (francesa)
node,4490809633,shop,bakery,Paris,-34.5576251,-58.4608514,BELGRANO,13.0,paris,Herencia europea (francesa)
node,4567504495,shop,bakery,Pâtisserie Française,-34.5857712,-58.4191753,PALERMO,14.0,patisserie francaise,Herencia europea (francesa)
node,4702383150,shop,bakery,La Francesa,-34.6251448,-58.4681641,FLORES,7.0,la francesa,Herencia europea (francesa)
node,4932406772,shop,bakery,Panadería Le Petit II,-34.6295213,-58.4333094,PARQUE CHACABUCO,7.0,panaderia le petit ii,Herencia europea (francesa)
node,4995107753,shop,bakery,Le Panem,-34.5534941,-58.4648314,NUÑEZ,13.0,le panem,Herencia europea (francesa)
node,5051704856,shop,bakery,Chantilly,-34.5623139,-58.444043,BELGRANO,13.0,chantilly,Herencia europea (francesa)
node,5269980472,shop,bakery,Le Blé,-34.5756972,-58.4527722,COLEGIALES,13.0,le ble,Herencia europea (francesa)
node,5777099660,shop,bakery,Belier,-34.5929832,-58.4182186,PALERMO,14.0,belier,Herencia europea (francesa)
node,8454160209,shop,bakery,Le Panem,-34.5852409,-58.4155382,PALERMO,14.0,le panem,Herencia europea (francesa)
node,8454166356,shop,bakery,Caprice,-34.6128756,-58.4345326,CABALLITO,6.0,caprice,Herencia europea (francesa)
node,9392332295,shop,bakery,Co-Pain,-34.6076718,-58.438608,CABALLITO,6.0,co-pain,Herencia europea (francesa)
node,9392344584,shop,bakery,Petit Bouquet,-34.6078853,-58.4413672,CABALLITO,6.0,petit bouquet,Herencia europea (francesa)
node,11160055901,shop,bakery,Le Panem,-34.5954677,-58.4025744,RECOLETA,2.0,le panem,Herencia europea (francesa)
node,11537890669,shop,bakery,Le Ble,-34.581247,-58.4093419,PALERMO,14.0,le ble,Herencia europea (francesa)
node,11538144669,shop,bakery,Atelier Fuerza,-34.5892926,-58.4169876,PALERMO,14.0,atelier fuerza,Herencia europea (francesa)
node,12104453374,shop,bakery,Le Panem,-34.5673692,-58.4426108,PALERMO,14.0,le panem,Herencia europea (francesa)
node,12182713301,shop,bakery,Pain de Jour Gluten Free,-34.598854,-58.3757651,SAN NICOLAS,1.0,pain de jour gluten free,Herencia europea (francesa)
node,12187397961,shop,bakery,Le Panem,-34.5892976,-58.4099903,RECOLETA,2.0,le panem,Herencia europea (francesa)
node,331520104,amenity,restaurant,Las Asturias,-34.6380178,-58.5047043,VILLA LURO,10.0,las asturias,Herencia europea (española)
node,694078616,amenity,restaurant,Club Español,-34.6103651,-58.3804301,MONSERRAT,1.0,club espanol,Herencia europea (española)
node,1112460092,amenity,cafe,El Gallego,-34.5869693,-58.4555047,CHACARITA,15.0,el gallego,Herencia europea (española)
node,1261495667,amenity,restaurant,Covadonga,-34.5948212,-58.3944041,RECOLETA,2.0,covadonga,Herencia europea (española)
node,2276890431,amenity,cafe,Madrid,-34.5558497,-58.4625442,BELGRANO,13.0,madrid,Herencia europea (española)
node,2299878037,amenity,cafe,T'Cocino,-34.598577,-58.4392783,VILLA CRESPO,15.0,t'cocino,Herencia europea (española)
node,2366191589,amenity,restaurant,El Burladero,-34.5913488,-58.3969213,RECOLETA,2.0,el burladero,Herencia europea (española)
node,2734380703,amenity,restaurant,Casal de Catalunya,-34.618115,-58.3760086,SAN TELMO,1.0,casal de catalunya,Herencia europea (española)
node,2778811554,amenity,cafe,La Barcelonesa,-34.5936309,-58.4126233,RECOLETA,2.0,la barcelonesa,Herencia europea (española)
node,3629876621,amenity,restaurant,Tegui,-34.5807367,-58.4372383,PALERMO,14.0,tegui,Herencia europea (española)
node,3638054267,amenity,restaurant,Sánchez & Sánchez,-34.61057,-58.4143481,BALVANERA,3.0,sanchez & sanchez,Herencia europea (española)
node,3855257501,amenity,restaurant,Taberna Baska,-34.6164557,-58.3798149,MONSERRAT,1.0,taberna baska,Herencia europea (española)
node,4251330294,amenity,cafe,La Giralda Cafetería,-34.6039432,-58.3874306,SAN NICOLAS,1.0,la giralda cafeteria,Herencia europea (española)
node,4323884129,amenity,restaurant,Valle Miñor,-34.6394656,-58.49494,VILLA LURO,10.0,valle minor,Herencia europea (española)
node,4608883789,amenity,restaurant,"El Cortijo, Parrilla, Comida española",-34.6091434,-58.3847646,MONSERRAT,1.0,"el cortijo, parrilla, comida espanola",Herencia europea (española)
node,4613066889,amenity,bar,Bar Soria,-34.5882895,-58.4326977,PALERMO,14.0,bar soria,Herencia europea (española)
node,4646165973,amenity,restaurant,Rincón Hispano,-34.6076034,-58.478865,VILLA DEL PARQUE,11.0,rincon hispano,Herencia europea (española)
node,4658024631,amenity,restaurant,Torija,-34.6207269,-58.4912906,FLORESTA,10.0,torija,Herencia europea (española)
node,4673321266,amenity,restaurant,Rioja,-34.6131431,-58.3798063,MONSERRAT,1.0,rioja,Herencia europea (española)
node,4675262341,amenity,restaurant,Paella Valenciana,-34.6089849,-58.3763047,MONSERRAT,1.0,paella valenciana,Herencia europea (española)
node,4677108202,amenity,cafe,Iberia,-34.5999307,-58.4525155,VILLA CRESPO,15.0,iberia,Herencia europea (española)
node,4677181691,amenity,bar,Chupitos,-34.6160143,-58.3732393,MONSERRAT,1.0,chupitos,Herencia europea (española)
node,4678794602,amenity,restaurant,Sagardi,-34.6205773,-58.370339,SAN TELMO,1.0,sagardi,Herencia europea (española)
node,4702072204,amenity,bar,Tancat,-34.5974627,-58.3760581,RETIRO,1.0,tancat,Herencia europea (española)
node,4703726264,amenity,restaurant,Ibérico,-34.5991462,-58.3867233,RETIRO,1.0,iberico,Herencia europea (española)
node,4788714143,amenity,restaurant,Suárez,-34.6023167,-58.3782262,SAN NICOLAS,1.0,suarez,Herencia europea (española)
node,5108597493,amenity,bar,Lady Madrid,-34.5939576,-58.3995189,RECOLETA,2.0,lady madrid,Herencia europea (española)
node,5405017226,amenity,restaurant,Tancat,-34.5975934,-58.3761417,RETIRO,1.0,tancat,Herencia europea (española)
node,6436576617,amenity,restaurant,Gallego,-34.6157134,-58.4142319,ALMAGRO,5.0,gallego,Herencia europea (española)
node,7039581185,amenity,bar,Chaval,-34.5929789,-58.4301611,PALERMO,14.0,chaval,Herencia europea (española)
node,7081515686,amenity,restaurant,La Boqueria,-34.5839766,-58.4284947,PALERMO,14.0,la boqueria,Herencia europea (española)
node,9351296817,amenity,restaurant,El Español,-34.6116927,-58.396088,BALVANERA,3.0,el espanol,Herencia europea (española)
node,9762850719,amenity,bar,Benavente,-34.5948058,-58.4235252,PALERMO,14.0,benavente,Herencia europea (española)
node,10131363312,amenity,cafe,Faro de Ons,-34.6011618,-58.3984961,BALVANERA,3.0,faro de ons,Herencia europea (española)
node,10220101319,amenity,restaurant,Gijon,-34.6168098,-58.3860206,MONSERRAT,1.0,gijon,Herencia europea (española)
node,10221736918,amenity,restaurant,Museo del jamón,-34.6083062,-58.3821421,SAN NICOLAS,1.0,museo del jamon,Herencia europea (española)
node,10728772005,amenity,nightclub,Aribau,-34.5468764,-58.4881302,SAAVEDRA,12.0,aribau,Herencia europea (española)
node,11106199045,amenity,cafe,Goya,-34.6087414,-58.3792811,MONSERRAT,1.0,goya,Herencia europea (española)
node,11124009805,amenity,restaurant,Hispano,-34.6086225,-58.3833958,MONSERRAT,1.0,hispano,Herencia europea (española)
node,11262697238,amenity,bar,Aribau,-34.5811936,-58.4280938,PALERMO,14.0,aribau,Herencia europea (española)
node,11308644106,amenity,restaurant,Alcalá,-34.6042231,-58.4143965,ALMAGRO,5.0,alcala,Herencia europea (española)
node,11347374550,amenity,restaurant,Tapas De Lucía,-34.619157,-58.3725906,SAN TELMO,1.0,tapas de lucia,Herencia europea (española)
node,11978871679,amenity,restaurant,Ultramarinos,-34.558925,-58.448752,BELGRANO,13.0,ultramarinos,Herencia europea (española)
node,12387466602,amenity,cafe,Boiro,-34.600841,-58.4345257,VILLA CRESPO,15.0,boiro,Herencia europea (española)
node,12585312701,amenity,restaurant,Avila,-34.5896542,-58.4252447,PALERMO,14.0,avila,Herencia europea (española)
node,12790152701,amenity,bar,Bar Iberia,-34.6092223,-58.3833694,MONSERRAT,1.0,bar iberia,Herencia europea (española)
node,13280682108,amenity,restaurant,El Roncal,-34.5998515,-58.3714276,SAN NICOLAS,1.0,el roncal,Herencia europea (española)
node,1112458126,shop,bakery,La Barcelonesa,-34.5968914,-58.3962767,RECOLETA,2.0,la barcelonesa,Herencia europea (española)
node,1847493893,shop,bakery,La Barcelonesa,-34.5920957,-58.4116566,RECOLETA,2.0,la barcelonesa,Herencia europea (española)
node,2179910208,shop,books,Galerna,-34.5645018,-58.454865,BELGRANO,13.0,galerna,Herencia europea (española)
node,3124526333,shop,bakery,Toledo,-34.5881374,-58.414693,PALERMO,14.0,toledo,Herencia europea (española)
node,3597230236,shop,bakery,Toledo,-34.5877516,-58.4142297,PALERMO,14.0,toledo,Herencia europea (española)
node,4657022380,shop,bakery,Asturias,-34.5817827,-58.4415552,PALERMO,14.0,asturias,Herencia europea (española)
node,4752858323,shop,bakery,La Barcelonesa,-34.6059613,-58.3950405,BALVANERA,3.0,la barcelonesa,Herencia europea (española)
node,4817190122,shop,bakery,El Sol de Galicia,-34.619099,-58.474613,VILLA SANTA RITA,11.0,el sol de galicia,Herencia europea (española)
node,11117326905,shop,books,Galerna,-34.580676,-58.4106389,PALERMO,14.0,galerna,Herencia europea (española)
node,13307022802,shop,bakery,Toledo,-34.588849,-58.4155592,PALERMO,14.0,toledo,Herencia europea (española)
node,454507944,amenity,restaurant,Armenia,-34.5916034,-58.4308192,PALERMO,14.0,armenia,Herencia de Medio Oriente
node,2179910085,amenity,cafe,Küne,-34.5417384,-58.4747843,SAAVEDRA,12.0,kune,Herencia de Medio Oriente
node,2470497039,amenity,restaurant,Al Rayan,-34.5746886,-58.4847986,VILLA URQUIZA,12.0,al rayan,Herencia de Medio Oriente
node,2729149195,amenity,cafe,Fayer,-34.5761646,-58.4200879,PALERMO,14.0,fayer,Herencia de Medio Oriente
node,3205426299,amenity,restaurant,Veggie Medio Oriente,-34.5886987,-58.3921516,RECOLETA,2.0,veggie medio oriente,Herencia de Medio Oriente
node,3345966793,amenity,restaurant,Cirta shawarma,-34.6250453,-58.4274921,CABALLITO,6.0,cirta shawarma,Herencia de Medio Oriente
node,3665507743,amenity,restaurant,Casablanca,-34.6091502,-58.3935274,BALVANERA,3.0,casablanca,Herencia de Medio Oriente
node,4051012514,amenity,restaurant,Soraya,-34.5700573,-58.4442292,PALERMO,14.0,soraya,Herencia de Medio Oriente
node,4128537137,amenity,restaurant,Garbis,-34.5982162,-58.4278322,VILLA CRESPO,15.0,garbis,Herencia de Medio Oriente
node,4179750290,amenity,restaurant,Sarkis,-34.591306,-58.4362763,VILLA CRESPO,15.0,sarkis,Herencia de Medio Oriente
node,4482432592,amenity,restaurant,al árabe,-34.5873975,-58.4299508,PALERMO,14.0,al arabe,Herencia de Medio Oriente
node,4614702152,amenity,restaurant,Sarkis,-34.6257969,-58.5094632,MONTE CASTRO,10.0,sarkis,Herencia de Medio Oriente
node,4678794628,amenity,restaurant,Jhabibi,-34.6206667,-58.373451,SAN TELMO,1.0,jhabibi,Herencia de Medio Oriente
node,5214354222,amenity,restaurant,Al Amal,-34.5882134,-58.4348688,PALERMO,14.0,al amal,Herencia de Medio Oriente
node,5397354366,amenity,restaurant,Veggie Medio Oriente,-34.6016409,-58.3738954,SAN NICOLAS,1.0,veggie medio oriente,Herencia de Medio Oriente
node,6448883807,amenity,pub,Sobek Bowling & Drinks,-34.6083469,-58.4463684,CABALLITO,6.0,sobek bowling & drinks,Herencia de Medio Oriente
node,6804369823,amenity,restaurant,Al Zein,-34.5635258,-58.4384811,PALERMO,14.0,al zein,Herencia de Medio Oriente
node,9513761450,amenity,restaurant,FAYER Buenos Aires,-34.5760868,-58.4202565,PALERMO,14.0,fayer buenos aires,Herencia de Medio Oriente
node,10852882705,amenity,restaurant,Fenicia,-34.5943543,-58.3798883,RETIRO,1.0,fenicia,Herencia de Medio Oriente
node,11146624246,amenity,cafe,Cafe Armenio,-34.5875252,-58.4139538,PALERMO,14.0,cafe armenio,Herencia de Medio Oriente
node,11345574973,amenity,cafe,Barev,-34.5876339,-58.4182519,PALERMO,14.0,barev,Herencia de Medio Oriente
node,11895076360,amenity,restaurant,Al Rayan,-34.6282971,-58.446768,CABALLITO,6.0,al rayan,Herencia de Medio Oriente
node,11999274409,amenity,restaurant,Sabores de Oriente,-34.6234608,-58.4547318,CABALLITO,6.0,sabores de oriente,Herencia de Medio Oriente
node,12344806403,amenity,restaurant,El Nilo,-34.6000222,-58.4368552,VILLA CRESPO,15.0,el nilo,Herencia de Medio Oriente
node,12385167102,amenity,restaurant,Shami,-34.6161815,-58.4321476,CABALLITO,6.0,shami,Herencia de Medio Oriente
node,12860223569,amenity,cafe,Café Bar Oriente,-34.5791507,-58.4659372,VILLA ORTUZAR,15.0,cafe bar oriente,Herencia de Medio Oriente
node,1678902587,shop,bakery,Marroco SII,-34.6105027,-58.4435291,CABALLITO,6.0,marroco sii,Herencia de Medio Oriente
node,2554591658,shop,bakery,Marroco's,-34.559476,-58.4593627,BELGRANO,13.0,marroco's,Herencia de Medio Oriente
node,4565393270,shop,bakery,El Horno de Medio Oriente,-34.6284065,-58.4000667,SAN CRISTOBAL,3.0,el horno de medio oriente,Herencia de Medio Oriente
node,4699672878,shop,bakery,Marroco's,-34.6175587,-58.437006,CABALLITO,6.0,marroco's,Herencia de Medio Oriente
node,4896263428,shop,bakery,La Tía Siria,-34.5770164,-58.4616156,VILLA ORTUZAR,15.0,la tia siria,Herencia de Medio Oriente
node,7111497595,shop,books,Alamut,-34.5862107,-58.4261645,PALERMO,14.0,alamut,Herencia de Medio Oriente
node,12177324301,shop,bakery,Marrocos,-34.5904654,-58.3988909,RECOLETA,2.0,marrocos,Herencia de Medio Oriente
node,724681573,amenity,restaurant,Asia de Cuba,-34.6071676,-58.3640973,PUERTO MADERO,1.0,asia de cuba,Herencia asiática
node,1108412279,amenity,restaurant,Tian Ying,-34.5995196,-58.3932787,RECOLETA,2.0,tian ying,Herencia asiática
node,1141415156,amenity,bar,Tataki,-34.6038306,-58.3906775,SAN NICOLAS,1.0,tataki,Herencia asiática
node,1144740040,amenity,restaurant,Casita China,-34.5970758,-58.3905474,RECOLETA,2.0,casita china,Herencia asiática
node,1371677550,amenity,restaurant,Restaurant Wakayama,-34.5759488,-58.409895,PALERMO,14.0,restaurant wakayama,Herencia asiática
node,1735975547,amenity,restaurant,La casita china,-34.5758091,-58.4342171,PALERMO,14.0,la casita china,Herencia asiática
node,2093501894,amenity,restaurant,Ya-Mi Food,-34.5563743,-58.4517105,BELGRANO,13.0,ya-mi food,Herencia asiática
node,2102238787,amenity,restaurant,Nobiru,-34.5565081,-58.4500549,BELGRANO,13.0,nobiru,Herencia asiática
node,2135015182,amenity,restaurant,Kyodo,-34.5820968,-58.4044983,PALERMO,14.0,kyodo,Herencia asiática
node,2165996132,amenity,restaurant,Norimōto,-34.5501233,-58.4530677,BELGRANO,13.0,norimoto,Herencia asiática
node,2208152238,amenity,restaurant,Fujisan,-34.5568316,-58.4502368,BELGRANO,13.0,fujisan,Herencia asiática
node,2283524106,amenity,restaurant,Mumbai Mahal,-34.5974321,-58.3733871,RETIRO,1.0,mumbai mahal,Herencia asiática
node,2288555041,amenity,restaurant,Kaffir Thai,-34.597849,-58.3735331,RETIRO,1.0,kaffir thai,Herencia asiática
node,2309602891,amenity,cafe,Nobiru,-34.5564981,-58.4500166,BELGRANO,13.0,nobiru,Herencia asiática
node,2409387666,amenity,cafe,Súper Wok,-34.5398232,-58.4665391,NUÑEZ,13.0,super wok,Herencia asiática
node,2466174597,amenity,restaurant,Chinatown,-34.5571661,-58.4506881,BELGRANO,13.0,chinatown,Herencia asiática
node,2583097696,amenity,restaurant,Lai-Lai,-34.5574829,-58.4506822,BELGRANO,13.0,lai-lai,Herencia asiática
node,2604918378,amenity,restaurant,Retaurant Chino Liz,-34.6016989,-58.452188,VILLA CRESPO,15.0,retaurant chino liz,Herencia asiática
node,2686872486,amenity,restaurant,Chino Central,-34.6081485,-58.3758921,MONSERRAT,1.0,chino central,Herencia asiática
node,2797765653,amenity,restaurant,Kiku,-34.6250919,-58.4281543,CABALLITO,6.0,kiku,Herencia asiática
node,3032824007,amenity,restaurant,Min Min,-34.5648999,-58.4382034,PALERMO,14.0,min min,Herencia asiática
node,3108212036,amenity,restaurant,Tandoor,-34.5937058,-58.407231,RECOLETA,2.0,tandoor,Herencia asiática
node,3153491563,amenity,restaurant,Q I Kai,-34.5978081,-58.4022161,RECOLETA,2.0,q i kai,Herencia asiática
node,3153491962,amenity,restaurant,Aroma China,-34.5967936,-58.406782,RECOLETA,2.0,aroma china,Herencia asiática
node,3162351959,amenity,restaurant,Sakura,-34.5952666,-58.4233714,PALERMO,14.0,sakura,Herencia asiática
node,3174629863,amenity,restaurant,wasabi's,-34.5865582,-58.4290512,PALERMO,14.0,wasabi's,Herencia asiática
node,3178684561,amenity,restaurant,Pekin,-34.5971815,-58.379742,RETIRO,1.0,pekin,Herencia asiática
node,3180535299,amenity,restaurant,SushiClub,-34.6017402,-58.367092,PUERTO MADERO,1.0,sushiclub,Herencia asiática
node,3194504687,amenity,restaurant,Tintorería Yafuso,-34.599238,-58.4357853,VILLA CRESPO,15.0,tintoreria yafuso,Herencia asiática
node,3257422661,amenity,restaurant,Sushi Pop Izakaya Fitz Roy,-34.5810308,-58.4325418,PALERMO,14.0,sushi pop izakaya fitz roy,Herencia asiática
node,3257519864,amenity,restaurant,Lucky Dragon,-34.5793107,-58.4291965,PALERMO,14.0,lucky dragon,Herencia asiática
node,3713748325,amenity,restaurant,Asia Nikkei,-34.5550723,-58.4525477,BELGRANO,13.0,asia nikkei,Herencia asiática
node,3733532916,amenity,nightclub,Phuket,-34.6241078,-58.4275814,CABALLITO,6.0,phuket,Herencia asiática
node,3746419143,amenity,restaurant,Tao Tao,-34.5674479,-58.450217,COLEGIALES,13.0,tao tao,Herencia asiática
node,3805648240,amenity,bar,Budabar,-34.5881872,-58.4266808,PALERMO,14.0,budabar,Herencia asiática
node,3979737801,amenity,restaurant,Wok Express,-34.6065018,-58.3806129,SAN NICOLAS,1.0,wok express,Herencia asiática
node,4154313389,amenity,restaurant,Delhi Darbar,-34.5995638,-58.3721624,SAN NICOLAS,1.0,delhi darbar,Herencia asiática
node,4206116091,amenity,restaurant,Wakusei sushi delivery,-34.5625701,-58.4664025,BELGRANO,13.0,wakusei sushi delivery,Herencia asiática
node,4235559795,amenity,restaurant,Dabbang,-34.5913388,-58.4253343,PALERMO,14.0,dabbang,Herencia asiática
node,4319023503,amenity,restaurant,Dashi House,-34.5849007,-58.4369925,PALERMO,14.0,dashi house,Herencia asiática
node,4471778890,amenity,restaurant,Nueva Casa Japonesa,-34.6218502,-58.3989721,SAN CRISTOBAL,3.0,nueva casa japonesa,Herencia asiática
node,4482489089,amenity,restaurant,Itamae Sushi,-34.5876959,-58.4307771,PALERMO,14.0,itamae sushi,Herencia asiática
node,4565820136,amenity,restaurant,Kobashi Sushi,-34.5611365,-58.464982,BELGRANO,13.0,kobashi sushi,Herencia asiática
node,4569063630,amenity,restaurant,Restaurante Chino,-34.633402,-58.370124,BOCA,4.0,restaurante chino,Herencia asiática
node,4591234193,amenity,restaurant,Fabric Sushi,-34.5794652,-58.4152062,PALERMO,14.0,fabric sushi,Herencia asiática
node,4598961652,amenity,restaurant,Sushi fun,-34.629532,-58.4089927,SAN CRISTOBAL,3.0,sushi fun,Herencia asiática
node,4617585991,amenity,cafe,Pau Pei,-34.5894395,-58.4450418,CHACARITA,15.0,pau pei,Herencia asiática
node,4646026518,amenity,restaurant,China Town El Wok,-34.5627591,-58.4604982,BELGRANO,13.0,china town el wok,Herencia asiática
node,4646026532,amenity,restaurant,Sendai Sushi,-34.5622826,-58.459717,BELGRANO,13.0,sendai sushi,Herencia asiática
node,4653875809,amenity,restaurant,Oniwa Sushi,-34.6002081,-58.5059608,VILLA DEVOTO,11.0,oniwa sushi,Herencia asiática
node,4657335406,amenity,restaurant,Taipei,-34.5948217,-58.5020211,AGRONOMIA,15.0,taipei,Herencia asiática
node,4670184623,amenity,restaurant,Mizuki,-34.6149411,-58.3623608,PUERTO MADERO,1.0,mizuki,Herencia asiática
node,4670216268,amenity,restaurant,Patio Japones,-34.6163148,-58.3617629,PUERTO MADERO,1.0,patio japones,Herencia asiática
node,4670216279,amenity,restaurant,Itamae Sushi,-34.6156114,-58.3630835,PUERTO MADERO,1.0,itamae sushi,Herencia asiática
node,4675262343,amenity,restaurant,Wok Express,-34.6091579,-58.3763005,MONSERRAT,1.0,wok express,Herencia asiática
node,4675344895,amenity,restaurant,Wok Express,-34.6101283,-58.3728415,MONSERRAT,1.0,wok express,Herencia asiática
node,4675378215,amenity,restaurant,Boken Sushi,-34.5836221,-58.4043381,RECOLETA,2.0,boken sushi,Herencia asiática
node,4676959950,amenity,restaurant,Rising Sun,-34.6163067,-58.3716322,SAN TELMO,1.0,rising sun,Herencia asiática
node,4676959958,amenity,restaurant,Delhi Masala,-34.6161995,-58.3716232,SAN TELMO,1.0,delhi masala,Herencia asiática
node,4679188017,amenity,restaurant,Ohmi Sushi,-34.6378067,-58.5033222,VILLA LURO,10.0,ohmi sushi,Herencia asiática
node,4698223309,amenity,restaurant,Fugu Sushi,-34.6248093,-58.4470851,CABALLITO,6.0,fugu sushi,Herencia asiática
node,4698243486,amenity,restaurant,Deli Wok,-34.5930548,-58.3787029,RETIRO,1.0,deli wok,Herencia asiática
node,4700535790,amenity,restaurant,Feng,-34.6016971,-58.4320248,VILLA CRESPO,15.0,feng,Herencia asiática
node,4702320307,amenity,restaurant,Irifune,-34.597497,-58.3734647,RETIRO,1.0,irifune,Herencia asiática
node,4704263844,amenity,restaurant,Dragon Doble,-34.6328321,-58.4784007,FLORESTA,10.0,dragon doble,Herencia asiática
node,4761731622,amenity,restaurant,Deli Wok Express,-34.6092808,-58.3825553,MONSERRAT,1.0,deli wok express,Herencia asiática
node,4792126021,amenity,restaurant,Delhi Mahal,-34.5989593,-58.3832048,RETIRO,1.0,delhi mahal,Herencia asiática
node,4847845821,amenity,restaurant,La Gran Casa Kunjip,-34.6242247,-58.4772914,FLORESTA,10.0,la gran casa kunjip,Herencia asiática
node,4934712021,amenity,bar,Chin Chin,-34.6185946,-58.3728938,SAN TELMO,1.0,chin chin,Herencia asiática
node,4935341421,amenity,restaurant,Fukuro Noodle bar,-34.5832923,-58.433967,PALERMO,14.0,fukuro noodle bar,Herencia asiática
node,5005940402,amenity,restaurant,Royal China,-34.6198398,-58.3650762,PUERTO MADERO,1.0,royal china,Herencia asiática
node,5119866235,amenity,restaurant,SushiClub,-34.6148817,-58.3614685,PUERTO MADERO,1.0,sushiclub,Herencia asiática
node,5267784522,amenity,restaurant,Shiva,-34.5994351,-58.4161942,ALMAGRO,5.0,shiva,Herencia asiática
node,5268160127,amenity,restaurant,Nobiru,-34.5562873,-58.4497423,BELGRANO,13.0,nobiru,Herencia asiática
node,5313837992,amenity,restaurant,SushiBox,-34.6613803,-58.4773837,VILLA LUGANO,8.0,sushibox,Herencia asiática
node,5397318158,amenity,restaurant,Krishna Veggie,-34.5892661,-58.4246291,PALERMO,14.0,krishna veggie,Herencia asiática
node,5426766530,amenity,restaurant,MarSushi,-34.5734837,-58.4739718,VILLA URQUIZA,12.0,marsushi,Herencia asiática
node,5457773822,amenity,restaurant,Kanú sushi,-34.5872538,-58.4277469,PALERMO,14.0,kanu sushi,Herencia asiática
node,5583534764,amenity,restaurant,Mandarín,-34.5900993,-58.403125,RECOLETA,2.0,mandarin,Herencia asiática
node,5627843021,amenity,restaurant,Hakka,-34.5555912,-58.452344,BELGRANO,13.0,hakka,Herencia asiática
node,5748091321,amenity,restaurant,Koh Lanta,-34.5917246,-58.4273022,PALERMO,14.0,koh lanta,Herencia asiática
node,5777013856,amenity,restaurant,Jiro,-34.5952505,-58.421121,PALERMO,14.0,jiro,Herencia asiática
node,5777018855,amenity,restaurant,SushiLife,-34.5948945,-58.4195755,PALERMO,14.0,sushilife,Herencia asiática
node,6086342575,amenity,restaurant,SushiPop Izakaya,-34.593703,-58.4142381,PALERMO,14.0,sushipop izakaya,Herencia asiática
node,6238023387,amenity,restaurant,El Quinto Cocina Asiática,-34.5794344,-58.4389626,PALERMO,14.0,el quinto cocina asiatica,Herencia asiática
node,6295803786,amenity,restaurant,Saigon,-34.6194538,-58.3728689,SAN TELMO,1.0,saigon,Herencia asiática
node,6354864488,amenity,restaurant,Mian,-34.5562076,-58.4518809,BELGRANO,13.0,mian,Herencia asiática
node,6358523785,amenity,restaurant,Sunae Asian Cantina,-34.5853794,-58.436129,PALERMO,14.0,sunae asian cantina,Herencia asiática
node,6601227885,amenity,bar,Niji,-34.5537448,-58.4647712,NUÑEZ,13.0,niji,Herencia asiática
node,6681563175,amenity,restaurant,Restaurante Yugane,-34.6227475,-58.4760243,FLORES,7.0,restaurante yugane,Herencia asiática
node,6751548435,amenity,restaurant,Bar Nare Sushi,-34.5580211,-58.447314,BELGRANO,13.0,bar nare sushi,Herencia asiática
node,6863797291,amenity,restaurant,Club M Omakase,-34.5784267,-58.4377793,PALERMO,14.0,club m omakase,Herencia asiática
node,6909435190,amenity,restaurant,Feng Wei,-34.5582834,-58.4495703,BELGRANO,13.0,feng wei,Herencia asiática
node,7018319085,amenity,restaurant,Nikkai,-34.61754,-58.3763648,SAN TELMO,1.0,nikkai,Herencia asiática
node,7111368885,amenity,restaurant,Mr. Ho,-34.5977855,-58.3794945,RETIRO,1.0,mr. ho,Herencia asiática
